User Id,Event Dt,Revenue
632423601743,2019-05-03 06:20:25,4.99
158480326262,2019-05-03 07:05:07,5.99
880980528273,2019-05-03 22:16:25,4.99
942514568034,2019-05-03 07:38:25,4.99
947546270352,2019-05-03 16:42:47,4.99
581302399876,2019-05-03 17:02:03,4.99
322843245936,2019-05-03 05:49:39,4.99
730547154669,2019-05-03 05:48:40,4.99
755894874376,2019-05-03 16:12:45,4.99
873621468157,2019-05-03 19:35:36,4.99
935146843741,2019-05-03 09:33:14,4.99
231856263185,2019-05-03 13:42:20,4.99
830875516264,2019-05-03 07:35:54,4.99
265805978329,2019-05-03 00:55:05,4.99
318840121099,2019-05-03 02:31:52,4.99
784885401335,2019-05-04 23:46:23,5.99
301452416860,2019-05-04 21:41:03,4.99
763901358434,2019-05-04 15:29:29,4.99
059058997486,2019-05-04 02:31:08,4.99
905321997674,2019-05-04 11:40:16,4.99
959109335666,2019-05-04 11:49:40,4.99
878405311486,2019-05-04 23:21:04,4.99
880980528273,2019-05-04 07:00:51,4.99
942514568034,2019-05-04 21:11:35,4.99
322843245936,2019-05-04 09:20:54,4.99
000414791703,2019-05-04 18:06:41,4.99
487838013232,2019-05-04 12:30:46,4.99
177410811849,2019-05-04 00:06:57,4.99
413775361858,2019-05-04 12:56:12,4.99
423175451214,2019-05-04 01:32:09,4.99
859624521440,2019-05-04 09:47:21,4.99
126684183172,2019-05-04 02:39:19,4.99
813699124673,2019-05-04 01:34:13,4.99
797541132947,2019-05-04 18:42:38,4.99
563327413738,2019-05-04 16:55:13,4.99
995854892487,2019-05-04 22:12:33,4.99
337361013457,2019-05-04 13:35:35,4.99
592464230152,2019-05-04 08:12:10,4.99
881123329173,2019-05-04 11:06:03,4.99
383968147706,2019-05-04 04:40:09,4.99
006960579840,2019-05-04 03:04:20,4.99
567135171563,2019-05-04 17:53:44,4.99
399555706979,2019-05-04 00:18:49,4.99
621646182958,2019-05-04 23:42:15,4.99
329580481668,2019-05-04 02:51:16,5.99
145035013109,2019-05-04 08:15:22,4.99
567045980486,2019-05-04 00:21:26,4.99
168016930663,2019-05-04 18:40:48,4.99
780323868098,2019-05-04 23:03:16,4.99
348469338604,2019-05-04 16:50:36,4.99
605979260118,2019-05-04 12:29:55,4.99
471196449919,2019-05-04 07:01:57,4.99
932646760300,2019-05-04 00:00:48,4.99
303091643561,2019-05-04 15:45:24,4.99
778027854258,2019-05-05 07:53:06,4.99
353725123625,2019-05-05 01:08:09,4.99
763388948404,2019-05-05 15:33:40,4.99
653462760786,2019-05-05 00:17:42,4.99
692072441061,2019-05-05 15:16:45,4.99
220449921856,2019-05-05 03:32:11,4.99
603193782695,2019-05-05 21:45:31,4.99
753476669480,2019-05-05 10:54:20,4.99
158480326262,2019-05-05 09:09:08,4.99
942514568034,2019-05-05 03:55:14,4.99
000414791703,2019-05-05 16:45:45,4.99
487838013232,2019-05-05 21:10:57,4.99
162122420677,2019-05-05 12:32:52,5.99
177410811849,2019-05-05 11:28:04,4.99
413775361858,2019-05-05 14:47:43,4.99
423175451214,2019-05-05 01:18:13,4.99
830875516264,2019-05-05 05:41:14,4.99
017581148006,2019-05-05 22:21:00,4.99
375723120853,2019-05-05 09:18:35,4.99
083915658643,2019-05-05 06:38:13,4.99
204634485980,2019-05-05 00:55:42,4.99
329580481668,2019-05-05 22:20:12,4.99
051627480194,2019-05-05 14:46:09,4.99
303091643561,2019-05-05 04:50:50,4.99
540793268954,2019-05-05 05:13:29,4.99
241142207446,2019-05-05 00:36:07,4.99
279520205196,2019-05-05 21:46:43,5.99
204226234942,2019-05-05 22:08:20,4.99
764700749739,2019-05-05 11:20:11,4.99
062484202873,2019-05-05 15:01:38,4.99
696998937855,2019-05-05 16:32:16,4.99
726379149882,2019-05-05 05:53:08,4.99
263280160882,2019-05-05 21:58:58,4.99
019325551287,2019-05-05 04:32:04,4.99
191926413381,2019-05-05 10:59:48,4.99
877025567722,2019-05-05 12:10:54,4.99
713229127683,2019-05-05 01:06:52,4.99
149608220723,2019-05-05 20:38:31,4.99
350235853322,2019-05-06 10:42:35,4.99
301452416860,2019-05-06 09:42:07,4.99
445724754149,2019-05-06 04:34:42,4.99
692072441061,2019-05-06 08:15:39,4.99
632423601743,2019-05-06 09:57:14,4.99
880980528273,2019-05-06 01:11:07,4.99
880322020988,2019-05-06 16:10:23,4.99
850805182366,2019-05-06 13:17:04,4.99
162122420677,2019-05-06 18:30:17,4.99
177410811849,2019-05-06 20:31:02,4.99
413775361858,2019-05-06 12:48:19,4.99
318840121099,2019-05-06 19:54:55,4.99
395319894712,2019-05-06 07:52:19,4.99
375723120853,2019-05-06 02:19:33,4.99
126684183172,2019-05-06 05:27:56,4.99
083915658643,2019-05-06 02:03:52,4.99
621646182958,2019-05-06 14:34:59,4.99
711689281718,2019-05-06 01:52:25,4.99
788687315625,2019-05-06 17:10:33,4.99
555317348307,2019-05-06 14:35:51,4.99
241142207446,2019-05-06 20:09:07,4.99
204226234942,2019-05-06 15:26:40,9.99
764700749739,2019-05-06 22:01:23,4.99
263280160882,2019-05-06 17:49:26,4.99
404952972347,2019-05-06 22:09:44,4.99
404347733520,2019-05-06 02:41:54,4.99
059649027450,2019-05-06 16:41:33,4.99
276783559649,2019-05-06 09:18:57,4.99
517420140424,2019-05-06 20:08:01,4.99
543787195203,2019-05-06 14:04:03,4.99
494270215780,2019-05-06 06:36:30,4.99
220823860348,2019-05-06 07:49:29,4.99
239128015678,2019-05-06 01:50:07,4.99
974117705772,2019-05-06 17:40:54,4.99
908902858966,2019-05-06 16:43:17,4.99
157426891872,2019-05-06 22:52:47,4.99
456685407393,2019-05-06 02:11:45,4.99
901376566167,2019-05-06 17:45:28,4.99
397430015894,2019-05-06 03:53:37,4.99
377736894596,2019-05-06 23:47:30,4.99
638440916191,2019-05-06 01:38:53,4.99
160803924695,2019-05-06 00:43:41,4.99
398516019538,2019-05-06 21:27:16,4.99
064474110919,2019-05-07 20:05:41,4.99
678936610986,2019-05-07 14:34:16,4.99
739141354592,2019-05-07 05:13:50,4.99
959109335666,2019-05-07 20:18:45,4.99
632423601743,2019-05-07 16:19:00,4.99
184603779807,2019-05-07 19:46:12,4.99
880322020988,2019-05-07 08:58:26,4.99
162122420677,2019-05-07 20:57:07,4.99
873621468157,2019-05-07 23:03:48,4.99
935146843741,2019-05-07 00:28:56,4.99
017581148006,2019-05-07 13:32:16,4.99
592464230152,2019-05-07 09:03:02,4.99
329580481668,2019-05-07 08:58:22,4.99
630344586828,2019-05-07 04:07:43,4.99
241142207446,2019-05-07 12:11:50,4.99
764700749739,2019-05-07 05:32:15,4.99
966273193671,2019-05-07 18:55:30,4.99
696998937855,2019-05-07 01:32:00,49.99
877025567722,2019-05-07 08:27:41,5.99
474739554045,2019-05-07 19:49:02,4.99
059649027450,2019-05-07 12:35:17,4.99
517420140424,2019-05-07 14:52:08,4.99
976094140347,2019-05-07 11:52:33,4.99
037337592241,2019-05-07 05:09:29,4.99
174136146275,2019-05-07 01:00:13,4.99
827268907020,2019-05-07 07:11:07,4.99
063593469853,2019-05-07 06:51:48,4.99
657044201276,2019-05-07 21:32:22,4.99
480591325844,2019-05-07 17:42:27,4.99
160803924695,2019-05-07 13:31:58,4.99
496026361569,2019-05-07 19:35:20,4.99
031934295828,2019-05-07 17:55:07,4.99
317797027553,2019-05-07 14:34:55,19.99
865835167583,2019-05-07 15:19:55,4.99
805170930543,2019-05-07 12:49:26,4.99
000000599326,2019-05-07 20:59:09,4.99
382454697280,2019-05-07 20:16:56,4.99
183166321232,2019-05-07 07:16:36,4.99
931105300547,2019-05-07 21:48:51,4.99
935333285046,2019-05-07 04:11:44,4.99
109607464440,2019-05-07 16:58:58,4.99
895965306317,2019-05-07 09:58:18,4.99
902500481421,2019-05-07 05:27:50,4.99
286647490665,2019-05-07 18:02:16,4.99
461791072989,2019-05-07 05:14:03,4.99
339091561991,2019-05-07 01:57:05,4.99
938267245469,2019-05-07 08:45:49,4.99
172680080954,2019-05-08 04:14:21,4.99
763388948404,2019-05-08 19:07:57,4.99
942514568034,2019-05-08 22:42:47,4.99
184603779807,2019-05-08 05:19:20,4.99
850805182366,2019-05-08 04:08:13,4.99
162122420677,2019-05-08 18:05:59,9.99
177410811849,2019-05-08 01:34:57,4.99
423175451214,2019-05-08 15:58:19,49.99
859624521440,2019-05-08 13:05:07,4.99
083915658643,2019-05-08 15:53:22,4.99
592464230152,2019-05-08 19:33:05,4.99
204634485980,2019-05-08 00:45:53,9.99
168016930663,2019-05-08 16:15:46,4.99
788687315625,2019-05-08 22:16:47,4.99
614186616862,2019-05-08 10:02:20,4.99
478259517211,2019-05-08 17:05:21,4.99
632163596342,2019-05-08 21:27:59,4.99
059649027450,2019-05-08 21:43:27,4.99
638064392084,2019-05-08 14:42:01,4.99
535796428055,2019-05-08 01:11:06,5.99
224709645908,2019-05-08 10:12:50,4.99
239128015678,2019-05-08 18:36:46,4.99
827268907020,2019-05-08 22:21:50,4.99
063593469853,2019-05-08 07:48:54,4.99
470314064654,2019-05-08 10:00:29,4.99
480591325844,2019-05-08 14:31:50,4.99
496026361569,2019-05-08 14:44:09,4.99
031934295828,2019-05-08 15:50:29,4.99
115194764417,2019-05-08 06:59:17,4.99
939091821801,2019-05-08 01:41:02,4.99
528279859567,2019-05-08 08:32:35,4.99
000000599326,2019-05-08 06:01:28,4.99
183166321232,2019-05-08 06:32:58,4.99
023782155723,2019-05-08 16:26:08,4.99
109607464440,2019-05-08 19:28:34,4.99
895965306317,2019-05-08 16:59:31,4.99
503220232257,2019-05-08 12:00:05,4.99
286647490665,2019-05-08 05:39:48,4.99
132683060442,2019-05-08 16:50:59,4.99
485945772325,2019-05-08 09:42:56,4.99
275524837114,2019-05-08 12:48:47,4.99
860101386467,2019-05-08 19:40:56,4.99
463459933174,2019-05-08 16:48:33,4.99
908587248088,2019-05-08 16:42:13,4.99
883944571095,2019-05-08 15:07:09,4.99
750330075235,2019-05-08 01:20:13,4.99
094421295537,2019-05-08 09:50:12,4.99
950770323895,2019-05-08 08:30:14,4.99
366331104309,2019-05-08 15:30:46,4.99
338712333082,2019-05-08 03:54:24,4.99
808960698659,2019-05-08 23:11:07,4.99
274832843370,2019-05-08 01:47:32,4.99
988836791082,2019-05-08 23:00:11,4.99
901485994748,2019-05-08 06:45:10,4.99
032789118861,2019-05-08 15:05:21,4.99
837236685460,2019-05-08 04:10:45,4.99
417849982528,2019-05-08 01:49:03,4.99
805135656602,2019-05-08 14:03:31,4.99
129100331057,2019-05-09 15:15:40,4.99
769669137453,2019-05-09 17:56:58,4.99
134726461643,2019-05-09 13:59:24,4.99
959109335666,2019-05-09 16:58:44,4.99
603193782695,2019-05-09 10:22:22,4.99
423175451214,2019-05-09 09:56:38,4.99
318840121099,2019-05-09 01:43:54,4.99
375723120853,2019-05-09 03:28:25,4.99
126684183172,2019-05-09 09:21:23,4.99
712044672306,2019-05-09 06:18:31,4.99
204634485980,2019-05-09 15:17:08,4.99
168016930663,2019-05-09 23:53:13,4.99
711689281718,2019-05-09 21:50:55,4.99
788687315625,2019-05-09 23:19:59,4.99
630344586828,2019-05-09 23:50:54,4.99
553354169053,2019-05-09 20:30:09,4.99
696998937855,2019-05-09 06:06:08,4.99
263280160882,2019-05-09 21:21:35,4.99
021999570769,2019-05-09 07:33:30,4.99
276783559649,2019-05-09 06:10:28,4.99
653874176052,2019-05-09 17:41:19,4.99
037337592241,2019-05-09 10:48:24,4.99
494270215780,2019-05-09 19:36:06,4.99
174136146275,2019-05-09 08:35:38,4.99
657044201276,2019-05-09 23:31:36,4.99
480591325844,2019-05-09 01:57:35,4.99
115194764417,2019-05-09 17:56:21,4.99
865835167583,2019-05-09 20:09:58,4.99
805170930543,2019-05-09 23:50:46,4.99
000000599326,2019-05-09 07:34:01,4.99
588412456847,2019-05-09 22:50:35,4.99
931105300547,2019-05-09 01:40:22,4.99
935333285046,2019-05-09 19:46:05,4.99
247384261527,2019-05-09 08:08:08,4.99
860198324324,2019-05-09 00:53:41,4.99
510685611257,2019-05-09 23:27:41,4.99
094421295537,2019-05-09 05:11:01,4.99
726056570239,2019-05-09 12:21:22,4.99
880705062837,2019-05-09 22:23:03,4.99
837236685460,2019-05-09 09:47:58,4.99
949777999443,2019-05-09 16:18:14,4.99
483326405237,2019-05-09 19:17:29,4.99
849679440322,2019-05-09 23:23:48,4.99
045776380753,2019-05-09 16:03:27,4.99
492528454987,2019-05-09 06:54:47,4.99
394226807653,2019-05-09 09:16:00,4.99
012165643983,2019-05-09 21:26:50,4.99
648849847873,2019-05-09 23:18:42,4.99
369858680739,2019-05-09 05:15:43,4.99
856983759481,2019-05-09 06:18:33,4.99
122835199691,2019-05-09 06:04:25,4.99
241867611399,2019-05-09 09:23:24,4.99
650086436251,2019-05-09 04:37:19,4.99
658159408783,2019-05-09 10:08:24,4.99
086203516658,2019-05-09 18:06:57,4.99
105689077054,2019-05-09 22:20:56,4.99
383232594634,2019-05-09 07:42:30,4.99
804188064644,2019-05-09 21:05:18,4.99
827615031106,2019-05-09 00:06:32,4.99
069082113616,2019-05-09 09:32:22,4.99
571710457366,2019-05-09 18:16:43,4.99
172680080954,2019-05-10 16:01:16,4.99
129100331057,2019-05-10 10:11:14,4.99
872148430066,2019-05-10 01:18:33,4.99
784328289169,2019-05-10 11:11:08,4.99
763901358434,2019-05-10 10:11:34,4.99
069209036971,2019-05-10 13:46:41,4.99
603193782695,2019-05-10 18:05:27,4.99
935146843741,2019-05-10 01:05:26,4.99
083915658643,2019-05-10 01:38:42,4.99
621646182958,2019-05-10 01:34:01,4.99
761233471022,2019-05-10 23:19:17,4.99
932646760300,2019-05-10 12:45:24,4.99
555317348307,2019-05-10 23:51:14,4.99
568367366277,2019-05-10 06:31:54,4.99
478259517211,2019-05-10 13:07:00,4.99
191926413381,2019-05-10 14:41:24,4.99
487749017576,2019-05-10 04:25:35,4.99
671412432259,2019-05-10 03:42:08,4.99
863190871622,2019-05-10 08:33:34,4.99
470314064654,2019-05-10 21:02:23,4.99
115194764417,2019-05-10 21:49:59,4.99
183166321232,2019-05-10 16:45:55,4.99
931105300547,2019-05-10 09:21:24,4.99
383703509267,2019-05-10 10:23:59,4.99
860198324324,2019-05-10 05:16:23,4.99
132683060442,2019-05-10 09:24:28,4.99
950770323895,2019-05-10 16:21:10,4.99
366331104309,2019-05-10 23:02:11,4.99
410237510244,2019-05-10 15:59:17,4.99
880705062837,2019-05-10 18:52:33,4.99
837236685460,2019-05-10 07:35:00,4.99
805135656602,2019-05-10 01:08:35,4.99
222379624805,2019-05-10 08:01:51,4.99
505009341391,2019-05-10 13:03:42,4.99
369858680739,2019-05-10 22:47:42,4.99
107490176469,2019-05-10 07:03:43,5.99
122835199691,2019-05-10 23:40:52,4.99
086203516658,2019-05-10 21:22:54,4.99
827615031106,2019-05-10 00:59:34,4.99
655520338703,2019-05-10 07:02:58,4.99
557556117257,2019-05-10 05:22:36,4.99
001586025355,2019-05-10 22:12:14,4.99
847217978474,2019-05-10 07:09:11,4.99
183065719283,2019-05-10 15:17:37,4.99
658636358190,2019-05-10 13:44:53,4.99
748025022758,2019-05-10 14:00:42,4.99
756421048432,2019-05-10 17:45:21,4.99
203479425680,2019-05-10 01:18:59,4.99
964482358510,2019-05-10 19:19:34,4.99
270745921153,2019-05-10 22:28:39,4.99
211668114374,2019-05-10 04:37:56,4.99
576220952567,2019-05-10 20:23:54,4.99
443940968090,2019-05-10 06:15:12,4.99
622690902890,2019-05-10 06:23:56,4.99
656378552077,2019-05-10 18:36:45,4.99
488187551073,2019-05-10 01:55:14,4.99
228097129317,2019-05-10 23:18:41,4.99
022527053947,2019-05-10 00:11:39,4.99
964502168619,2019-05-10 06:55:53,4.99
815498638740,2019-05-10 20:02:03,4.99
626807144131,2019-05-11 18:00:41,4.99
769669137453,2019-05-11 01:08:05,19.99
678936610986,2019-05-11 17:14:47,4.99
059058997486,2019-05-11 15:45:44,4.99
653462760786,2019-05-11 08:13:24,4.99
959109335666,2019-05-11 20:40:14,4.99
445724754149,2019-05-11 19:52:26,4.99
632423601743,2019-05-11 17:07:40,4.99
318840121099,2019-05-11 15:08:19,4.99
761233471022,2019-05-11 17:08:44,4.99
555317348307,2019-05-11 11:15:21,4.99
553354169053,2019-05-11 10:04:42,4.99
877025567722,2019-05-11 21:38:46,4.99
276783559649,2019-05-11 12:38:39,4.99
653874176052,2019-05-11 02:44:06,4.99
638064392084,2019-05-11 14:48:18,4.99
543787195203,2019-05-11 18:00:39,4.99
657044201276,2019-05-11 15:37:28,4.99
496026361569,2019-05-11 09:29:59,4.99
031934295828,2019-05-11 12:22:08,4.99
183166321232,2019-05-11 09:53:15,4.99
161220173130,2019-05-11 13:09:22,4.99
935333285046,2019-05-11 15:48:25,4.99
902500481421,2019-05-11 08:58:45,4.99
503220232257,2019-05-11 23:16:12,4.99
510685611257,2019-05-11 00:25:51,9.99
082797062104,2019-05-11 15:07:45,4.99
222379624805,2019-05-11 13:04:38,4.99
505009341391,2019-05-11 21:26:53,4.99
535644136110,2019-05-11 00:39:31,4.99
925465841650,2019-05-11 06:56:13,4.99
136759257628,2019-05-11 00:13:38,4.99
578819302034,2019-05-11 15:24:03,4.99
557556117257,2019-05-11 05:50:37,4.99
203479425680,2019-05-11 15:01:38,4.99
270745921153,2019-05-11 19:33:54,4.99
576220952567,2019-05-11 14:53:55,4.99
514472831790,2019-05-11 02:29:36,4.99
387139184549,2019-05-11 21:59:02,4.99
713295939410,2019-05-11 02:13:10,4.99
846863824412,2019-05-11 17:25:45,4.99
426592798062,2019-05-11 14:58:38,4.99
120284653569,2019-05-11 12:48:39,4.99
700988963200,2019-05-11 11:38:19,4.99
195680165505,2019-05-11 17:13:25,4.99
529854077131,2019-05-11 21:23:19,4.99
530117634720,2019-05-11 10:19:19,4.99
877953047011,2019-05-11 14:36:46,4.99
446989292309,2019-05-11 20:53:38,4.99
039080377044,2019-05-11 00:28:04,4.99
410801675045,2019-05-11 10:04:36,4.99
883059347040,2019-05-11 09:43:19,4.99
291224583517,2019-05-11 19:19:27,4.99
561049218821,2019-05-11 08:29:01,4.99
369714434525,2019-05-11 09:14:29,4.99
159585215725,2019-05-11 07:02:36,4.99
746862187317,2019-05-11 15:04:44,4.99
914471713918,2019-05-11 00:32:58,4.99
644472168645,2019-05-11 04:20:00,4.99
573481274261,2019-05-11 16:19:25,4.99
363174698849,2019-05-11 22:48:25,4.99
771301663965,2019-05-11 23:15:06,4.99
625591693033,2019-05-11 06:56:42,4.99
139199537407,2019-05-11 04:15:43,4.99
541698178517,2019-05-11 22:43:42,4.99
128319373449,2019-05-11 16:53:22,4.99
784885401335,2019-05-12 22:02:22,4.99
172680080954,2019-05-12 23:17:42,4.99
350235853322,2019-05-12 02:53:29,4.99
872148430066,2019-05-12 11:45:35,4.99
059058997486,2019-05-12 01:50:01,4.99
069209036971,2019-05-12 10:32:58,4.99
177410811849,2019-05-12 12:57:43,4.99
413775361858,2019-05-12 06:09:24,4.99
126684183172,2019-05-12 07:54:36,4.99
512951782717,2019-05-12 16:00:42,4.99
592464230152,2019-05-12 01:40:32,4.99
711689281718,2019-05-12 19:32:52,4.99
105185877222,2019-05-12 01:57:47,4.99
788687315625,2019-05-12 05:58:18,4.99
551117915154,2019-05-12 06:18:13,4.99
877025567722,2019-05-12 01:30:04,4.99
487749017576,2019-05-12 08:34:19,4.99
766882276224,2019-05-12 19:21:35,4.99
059649027450,2019-05-12 18:48:52,9.99
174136146275,2019-05-12 23:36:59,4.99
160803924695,2019-05-12 09:55:14,4.99
183166321232,2019-05-12 13:06:04,4.99
588412456847,2019-05-12 13:14:52,4.99
902500481421,2019-05-12 01:58:02,4.99
097310322486,2019-05-12 12:27:09,4.99
366331104309,2019-05-12 00:24:34,4.99
394226807653,2019-05-12 22:41:29,4.99
107490176469,2019-05-12 19:06:29,4.99
856983759481,2019-05-12 03:39:24,4.99
136759257628,2019-05-12 16:29:56,4.99
655520338703,2019-05-12 15:23:11,4.99
403712593692,2019-05-12 21:33:07,4.99
747744389023,2019-05-12 09:41:49,5.99
001586025355,2019-05-12 13:43:55,4.99
016789678966,2019-05-12 12:27:08,4.99
576220952567,2019-05-12 00:52:43,4.99
514472831790,2019-05-12 23:39:27,4.99
815498638740,2019-05-12 18:17:20,4.99
010876964251,2019-05-12 00:03:03,4.99
820357040179,2019-05-12 01:48:48,4.99
167269990517,2019-05-12 16:46:37,4.99
936826552074,2019-05-12 03:40:37,4.99
244522577030,2019-05-12 20:38:18,9.99
601811761508,2019-05-12 16:06:36,4.99
369714434525,2019-05-12 13:35:29,4.99
159585215725,2019-05-12 05:51:11,4.99
746862187317,2019-05-12 00:43:18,4.99
914471713918,2019-05-12 09:05:06,4.99
644472168645,2019-05-12 18:21:25,4.99
939340454530,2019-05-12 10:08:02,4.99
128319373449,2019-05-12 04:40:26,4.99
028791631319,2019-05-12 14:20:28,9.99
586391395648,2019-05-12 15:12:38,4.99
538006930200,2019-05-12 17:04:34,4.99
177970364778,2019-05-12 23:36:17,4.99
656654643274,2019-05-12 20:04:59,4.99
861695607774,2019-05-12 00:32:06,4.99
311859470595,2019-05-12 03:09:39,4.99
978441128727,2019-05-12 17:53:54,4.99
609267128055,2019-05-12 03:17:42,4.99
361570623984,2019-05-12 04:59:22,4.99
822153250439,2019-05-12 15:51:04,4.99
204814218321,2019-05-12 03:19:47,4.99
939371520294,2019-05-12 13:55:10,4.99
409021644399,2019-05-12 04:27:54,4.99
001805617084,2019-05-12 11:50:00,4.99
246356511475,2019-05-12 13:39:53,4.99
485478694868,2019-05-12 02:05:45,4.99
646516999595,2019-05-12 14:56:12,4.99
238445517394,2019-05-12 02:45:29,4.99
243524410124,2019-05-12 01:32:55,4.99
174361394180,2019-05-13 10:41:29,4.99
134726461643,2019-05-13 10:52:58,4.99
434198630691,2019-05-13 14:38:43,4.99
059058997486,2019-05-13 06:51:58,4.99
653462760786,2019-05-13 07:45:05,4.99
033606575057,2019-05-13 02:02:59,4.99
000414791703,2019-05-13 01:31:19,4.99
487838013232,2019-05-13 05:52:15,4.99
423175451214,2019-05-13 08:56:42,4.99
126684183172,2019-05-13 18:38:02,4.99
761233471022,2019-05-13 18:15:14,4.99
614186616862,2019-05-13 07:02:21,4.99
478259517211,2019-05-13 02:55:01,4.99
021999570769,2019-05-13 21:41:36,4.99
059649027450,2019-05-13 11:55:26,4.99
276783559649,2019-05-13 01:06:58,4.99
037337592241,2019-05-13 01:04:20,4.99
494270215780,2019-05-13 15:21:18,4.99
224709645908,2019-05-13 18:26:14,4.99
220823860348,2019-05-13 00:49:32,4.99
161220173130,2019-05-13 14:08:36,4.99
874386034500,2019-05-13 06:45:18,4.99
097310322486,2019-05-13 04:10:25,4.99
463459933174,2019-05-13 09:23:50,4.99
094421295537,2019-05-13 09:07:08,4.99
950770323895,2019-05-13 08:06:12,5.99
366331104309,2019-05-13 21:07:13,4.99
410237510244,2019-05-13 19:21:38,4.99
394226807653,2019-05-13 10:17:49,4.99
535644136110,2019-05-13 23:42:03,5.99
086203516658,2019-05-13 12:46:19,4.99
827615031106,2019-05-13 05:05:51,4.99
403712593692,2019-05-13 16:01:54,4.99
611135863057,2019-05-13 14:36:25,4.99
443940968090,2019-05-13 08:52:28,4.99
530117634720,2019-05-13 22:06:51,4.99
010876964251,2019-05-13 13:56:41,4.99
820357040179,2019-05-13 02:11:00,4.99
244522577030,2019-05-13 22:55:11,4.99
601811761508,2019-05-13 08:09:16,4.99
573481274261,2019-05-13 14:00:36,4.99
643699972021,2019-05-13 08:58:06,4.99
939340454530,2019-05-13 13:40:20,5.99
139199537407,2019-05-13 00:52:44,4.99
861695607774,2019-05-13 16:12:55,4.99
361570623984,2019-05-13 07:43:57,4.99
939371520294,2019-05-13 16:46:33,4.99
485478694868,2019-05-13 10:26:47,4.99
646516999595,2019-05-13 11:45:34,4.99
483003915183,2019-05-13 14:49:38,4.99
243524410124,2019-05-13 09:13:00,4.99
315998614501,2019-05-13 11:06:25,4.99
585182553158,2019-05-13 23:31:10,4.99
698825366282,2019-05-13 07:21:56,4.99
874235023533,2019-05-13 15:45:40,4.99
198548620341,2019-05-13 17:16:42,4.99
822872249205,2019-05-13 21:02:44,4.99
984389977193,2019-05-13 20:37:28,4.99
049270002305,2019-05-13 02:52:47,4.99
798787776482,2019-05-13 10:43:29,4.99
314733901866,2019-05-13 16:28:13,4.99
041702212936,2019-05-13 15:04:43,4.99
638929237692,2019-05-13 16:17:26,4.99
965466959239,2019-05-13 10:35:26,4.99
735308753750,2019-05-13 02:23:56,4.99
583455082216,2019-05-13 02:18:10,19.99
055484759695,2019-05-13 16:16:53,4.99
677851636035,2019-05-13 19:15:36,5.99
204070196497,2019-05-13 05:36:48,4.99
604118708344,2019-05-13 15:32:56,4.99
162352477083,2019-05-13 05:37:06,4.99
763388948404,2019-05-14 19:56:00,4.99
177410811849,2019-05-14 19:18:40,4.99
413775361858,2019-05-14 03:42:22,4.99
017581148006,2019-05-14 13:51:34,4.99
318840121099,2019-05-14 02:51:04,4.99
126684183172,2019-05-14 17:18:46,4.99
406566538695,2019-05-14 08:38:16,4.99
105185877222,2019-05-14 20:16:51,4.99
478259517211,2019-05-14 23:56:07,4.99
404347733520,2019-05-14 05:16:21,4.99
059649027450,2019-05-14 18:48:33,4.99
